,source,target,lang,translation_direction
973,"Tenants at Lockwood Gardens believe that there may be another 40 families or more to face eviction, since they learned that OHA police are also investigating other public housing properties in Oakland that may be caught up in the housing scam.",হাউজিং স্কেমগী শরুক ওইবা য়াবা ওকলেন্দগী অতোপ্পা য়ুমগী লন-থুমশিংগী মতাংদা OHA পুলিসনা থিগৎলী হায়বা পাউ তারবা তুংদা লোকৱুদ গার্দেনগী তেনেন্তশিংনা অতোপ্পা ইমুং 40 অমসু ময়ুমদগী তান্থোকপা য়ানা লৈরি হায়না থাজনরি।,mni,enxx
974,Photons are even smaller than the stuff that makes up atoms!,ফোতোনশিং অসি এতমশিংবু শেমগৎলক্লিবা পোৎচঙশিংদগীসু হেন্না পীকই!,mni,enxx
975,Cell comes from the Latin word cella which means small room.,সেল হায়বসি অপিকপা কা হায়বা ৱাহন্থোক লৈবা লেতিন ৱাহৈ সেলা হায়বদগী ওইরকপনি।,mni,enxx
976,Auxiliary languages are artificial or constructed languages created with the intent of facilitating communication between peoples who would otherwise have difficulty communicating.,"ওকজিলরী লোলশিং হায়বসি মসি য়াওদ্রগদি লোল ফাওনবদা অৱাবা মায়োক্নগদবা মীওইশিংগীদমক, অমগা অমগা পাউ-ফাওনহন্নবগীদমক খুৎশেমগী নৎত্রগা শেমগৎলবা লোলশিংনি।",mni,enxx
977,"When people don't see moose as potentially dangerous, they may approach too closely and put themselves at risk.",মুজ অসি মীয়াম্না খুদোংথিনীংঙাই ওইদে হায়না লৌদুনা মখোয়না মনাক্তা হেন্না চংশিনবা য়াওই অমসুং মখোয় মশাবু খুদোংথিবা থোকহনজৈ।,mni,enxx
978,"A traveller with piles of money might consider a round the world flight, broken up with stays in many of these hotels.",শেল খাওচাউশিং পাইদুনা মালেম কোইগে হায়না খঞ্জবা ত্রেবেলর অমনা হোতেলশিং অসিদা লৈবদা শেল লোইশিনখি।,mni,enxx
979,Access to these services is often through a toll-free telephone number that can be called from most phones without charge.,সেবাশিং অসি অয়াম্বা মতমদা ফোন অয়াম্বদগী শেল তিংদনা কোল তৌবা য়াবাতোল ফ্রী নম্বরশিংগী খুত্থাংদগী ফংই।,mni,enxx
980,"Some of the rocks, which are very rare on Earth, are being sold from US$11,000 to $22,500 per ounce, which is about ten times more than the cost of gold.","পৃথিবীদা য়াম্না তাংনা ফংবা নুং খরা অসি আউন্স অমদা US $11,000দগী $22,500 ফাওবদা য়োনখি, হায়রিবা অসি সানাগী মমলদগী শরুক তরা হেন্না ৱাংখি।",mni,enxx
981,"With the same time zone as Hawaii, the islands are sometimes thought of as ""Hawaii down under"".","হৱাইগা তাইম জোন চপ মান্নবগা লোয়ননা ঈথৎশিং অসি করিগুম্বা মতমদা ""হৱাই দাউন অন্দর"" হায়না খন্নৈ।",mni,enxx
982,"The different constructions have different capabilities, are sensitive to different wave-lengths and have differing degrees of acuity, also they require different processing to make sense of the input and different numbers to work optimally."," শেমগৎ-শাগতপদা খেন্নবা লৈবগী মতুংইন্না মতিক-মগুন্দসু খেন্নবা লাকই, তোঙান-তোঙানবা ৱেব-লেন্থ উবা ঙম্বগী চাং খেন্নরকই অমসুং ময়েক শেংনা উবা ঙম্বগী চাংদসু খেন্নরকই, অদুগা খ্বাইদগী খুদোংচাগদবা মওংদা মথৌ পাংথোক্নবগীদমক মখোয়দা ফংলিবা ইনপুত নৎত্রগা মান্নদবা মশিংশিং অদু উবা ঙম্নবা তোঙান-তোঙানবা মওংদা মথৌ পাংথোকপা তাই।",mni,enxx
983,"However, this shouldn't really be off your concern, because often tourists are shuffled around to fill the cars.","অদুম ওইনমক অদোম্না চেকশিনবা তৌদবদি তৌরোইদবনি, মরমদি অয়াম্বনা তুরিস্তশিং অসি কারশিংদা চন্নবা চাইথোক্কলি।",mni,enxx
