en,mni-Mtei
"‘The note is from Mother, and the flowers from Laurie,’ said Meg","‘ꯅꯣꯠ ꯑꯁꯤ ꯃꯃꯥꯗꯒꯤꯅꯤ, ꯑꯃꯁꯨꯡ ꯂꯧꯎ-ꯁꯤꯡꯎꯒꯤ ꯄꯣꯠꯊꯣꯀꯁꯤꯡꯗꯒꯤꯅꯤ’ ꯍꯥꯌꯅꯥ ꯃꯦꯒꯅꯥ ꯍꯥꯌꯈꯤ꯫"
"simply, yet much gratified that he had not forgotten her","ꯁꯨꯞꯅꯇꯒꯤ, ꯑꯗꯨꯝ ꯑꯣꯏꯅꯃꯛ ꯃꯍꯥꯛꯅꯥ ꯃꯍꯥꯀꯄꯨ ꯀꯥꯑꯣꯊꯣꯀꯈꯤꯗꯕꯥ ꯑꯗꯨ ꯌꯥꯝꯅꯥ ꯅꯨꯡꯉꯥꯏꯕꯥ ꯐꯥꯑꯣꯈꯤ꯫"
"‘Oh, indeed!’ said Annie with a funny look, as Meg slipped the","‘ꯑꯣꯍ, ꯇꯁꯦꯡꯅꯥ!’ ꯅꯣꯀꯄꯥ ꯃꯤꯠꯌꯦꯡ ꯑꯃꯒꯥ ꯂꯣꯌꯅꯅꯥ ꯑꯦꯟꯅꯤꯅꯥ ꯍꯥꯌꯔꯀꯏ, ꯃꯔꯃꯗꯤ ꯃꯦꯒꯅꯥ ꯁꯣꯀꯏ꯫"
"note into her pocket as a sort of talisman against envy, vanity,","ꯏꯅꯣꯠ, ꯚꯦꯅꯤꯇꯤ, ꯑꯦꯒꯦꯟꯁ ꯑꯦꯒꯦꯟꯁ ꯑꯦꯒꯦꯟꯁ ꯑꯦꯒꯦꯟꯁ ꯑꯦꯒꯦꯅꯁ ꯑꯦꯒꯦꯟꯁ ꯑꯦꯒꯦꯟꯁ ꯑꯦꯒꯦꯟꯁ ꯑꯦꯠ ꯇꯨꯂꯤꯁꯃꯥꯟ ꯍꯥꯌꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯄꯣꯀꯦꯠꯇꯥ ꯅꯣꯠ ꯇꯧꯕꯤꯌꯨ꯫"
"and false pride, for the few loving words had done her good,","ꯑꯃꯁꯨꯡ ꯑꯔꯥꯅꯕꯥ ꯆꯥꯎꯊꯣꯀꯆꯕꯥ, ꯃꯔꯃꯗꯤ ꯅꯨꯡꯁꯤꯕꯒꯤ ꯋꯥꯍꯩ ꯈꯔꯥ ꯑꯗꯨꯅꯥ ꯃꯍꯥꯀꯄꯨ ꯑꯐꯕꯥ ꯇꯧꯕꯤꯔꯝꯃꯤ,"
and the flowers cheered her up by their beauty,ꯑꯃꯁꯨꯡ ꯐꯨꯂꯁꯤꯡꯅꯥ ꯃꯈꯣꯌꯒꯤ ꯐꯖꯕꯅꯥ ꯃꯍꯥꯀꯄꯨ ꯅꯨꯡꯉꯥꯏꯍꯅꯈꯤ .
"Feeling almost happy again, she laid by a few ferns and roses","ꯑꯃꯨꯛ ꯍꯟꯅꯥ ꯆꯥꯎꯔꯥꯛꯅꯥ ꯅꯨꯡꯉꯥꯏꯕꯥ ꯐꯥꯑꯣꯔꯗꯨꯅꯥ, ꯃꯍꯥꯛꯅꯥ ꯐꯔꯅꯤꯆꯔ ꯑꯃꯁꯨꯡ ꯒꯣꯂꯥꯞ ꯈꯔꯥ ꯊꯥꯈꯤ"
"for herself, and quickly made up the rest in dainty bouquets for","ꯃꯁꯥꯒꯤꯗꯃꯛ, ꯑꯃꯁꯨꯡ ꯊꯨꯅꯥ ꯑꯇꯣꯞꯄꯥ ꯑꯗꯨ ꯗꯦꯟꯇꯤ ꯕꯎꯀꯦꯠ ꯏꯟ ꯐꯣꯔ ꯒꯤꯗꯃꯛ ꯁꯦꯃꯈꯤ꯫"
"the breasts, hair, or skirts of her friends, offering them so","ꯃꯍꯥꯛꯀꯤ ꯃꯔꯨꯄꯁꯤꯡꯒꯤ ꯕ꯭ꯔꯦꯁ꯭ꯠ, ꯍꯦꯌꯥꯔ, ꯅꯠꯠꯔꯒꯥ ꯁ꯭ꯀꯥꯔꯠ, ꯃꯈꯣꯌꯗꯥ ꯑꯁꯨꯝꯅꯥ ꯄꯤꯔꯤꯕꯥ"
"prettily that Clara, the elder sister, told her she was ‘the","ꯌꯥꯝꯅꯥ ꯐꯖꯅꯥ ꯍꯥꯌꯔꯕꯗꯥ ꯀ꯭ꯂꯥꯔꯥ, ꯑꯍꯜ ꯑꯣꯏꯔꯕꯥ ꯃꯔꯨꯞ ꯑꯗꯨꯅꯥ ꯃꯍꯥꯀꯄꯨ ‘ꯗꯤ’ ꯍꯥꯌꯅꯥ ꯍꯥꯌꯈꯤ꯫"
"sweetest little thing she ever saw’, and they looked quite","ꯃꯍꯥꯛꯅꯥ ꯎꯈꯤꯕꯥ ꯈ꯭ꯕꯥꯏꯗꯒꯤ ꯃꯆꯤꯟ-ꯃꯅꯥꯑꯣ ꯑꯣꯏꯕꯥ ꯑꯄꯤꯀꯄꯥ ꯄꯣꯠꯁꯛ ꯑꯃꯥ’, ꯑꯃꯁꯨꯡ ꯃꯈꯣꯌꯅꯥ ꯌꯥꯝꯅꯥ ꯐꯖꯅꯥ ꯎꯈꯤ"
charmed with her small attention. Somehow the kind act,ꯃꯍꯥꯛꯀꯤ ꯑꯄꯤꯀꯄꯥ ꯃꯤꯠꯌꯦꯡ ꯑꯗꯨꯒꯥ ꯂꯣꯌꯅꯅꯥ ꯆꯦꯅꯈꯤ꯫
"finished her despondency, and when all the rest went to show","ꯃꯍꯥꯛꯀꯤ ꯗꯦꯁ꯭ꯄꯣꯟꯗꯦꯟꯁ ꯑꯗꯨ ꯂꯣꯏꯁꯤꯅꯈꯤ, ꯑꯃꯁꯨꯡ ꯑꯇꯣꯞꯄꯥ ꯄꯨꯝꯅꯃꯛ ꯑꯗꯨ ꯎꯠꯅꯕꯥ ꯆꯠꯈꯤꯕꯥ ꯃꯇꯃꯗꯥ"
150,꯱꯵꯰ ꯑꯃꯁꯨꯡ ꯑꯦꯟ.
"themselves to Mrs. Moffat, she saw a happy, bright-eyed face in","ꯃꯈꯣꯌ ꯃꯁꯥꯅꯥ ꯁ꯭ꯔꯤꯃꯇꯤ ꯃꯣꯐꯐꯠꯇꯥ, ꯃꯍꯥꯛꯅꯥ ꯅꯨꯡꯉꯥꯏꯕꯥ, ꯃꯌꯦꯛ ꯁꯦꯡꯕꯥ ꯃꯤꯠꯌꯦꯡ ꯑꯃꯥ ꯎꯈꯤ"
"the mirror, as she laid her ferns against her rippling hair and","ꯃꯤꯔꯣꯟ, ꯃꯍꯥꯛꯀꯤ ꯐꯤꯔꯣꯜ ꯁꯦꯠꯄꯥ ꯐꯤꯔꯣꯜ ꯁꯦꯠꯂꯒꯥ ꯊꯝꯕꯥ ꯑꯃꯁꯨꯡ"
fastened the roses in the dress that didn’t strike her as so very,ꯁꯣ ꯌꯥꯝꯅꯥ ꯌꯥꯝꯅꯥ ꯁ꯭ꯠꯔꯥꯏꯛ ꯇꯧꯈꯤꯕꯥ ꯄꯣꯠꯁꯛ ꯑꯗꯨꯗꯥ ꯒꯣꯂꯥꯄꯁꯤꯡ ꯑꯗꯨ ꯆꯦꯠꯁꯤꯂꯍꯅꯈꯤ
shabby now,ꯍꯧꯖꯤꯛ ꯁꯥꯕ꯭ꯕꯤ .
"She enjoyed herself very much that evening, for she danced to","ꯃꯍꯥꯛꯅꯥ ꯅꯨꯃꯤꯗꯥꯡ ꯑꯗꯨꯗꯥ ꯌꯥꯝꯅꯥ ꯅꯨꯡꯉꯥꯏꯈꯤ, ꯃꯔꯃꯗꯤ ꯃꯍꯥꯛꯅꯥ ."
"her heart’s content. Everyone was very kind, and she had three",ꯃꯍꯥꯛꯀꯤ ꯊꯝꯃꯣꯌꯒꯤ ꯀꯟꯇꯦꯟꯇ꯫
"compliments. Annie made her sing, and some one said she had",ꯀꯝꯞꯂꯤꯃꯦꯟꯇ ꯇꯧꯕꯥ꯫
a remarkably fine voice. Major Lincoln asked who ‘the fresh little,ꯁꯤꯡꯊꯥꯅꯤꯡꯉꯥꯏ ꯑꯣꯏꯕꯥ ꯐꯖꯔꯕꯥ ꯈꯣꯟꯖꯦꯜ ꯑꯃꯥ꯫
"girl with the beautiful eyes’ was, and Mr. Moffat insisted on","ꯐꯖꯔꯕꯥ ꯃꯤꯠꯌꯦꯡꯒꯥ ꯂꯣꯌꯅꯅꯥ ꯅꯨꯄꯤꯃꯆꯥ ꯑꯁꯤ’ ꯑꯣꯏꯈꯤ, ꯑꯃꯁꯨꯡ ꯁ꯭ꯔꯤ ꯃꯣꯐꯐꯠꯅꯥ ꯋꯥꯐꯝ ꯑꯁꯤ ꯊꯃꯈꯤ꯫"
"dancing with her because she ‘didn’t dawdle, but had some","ꯃꯍꯥꯛꯀꯥ ꯂꯣꯌꯅꯅꯥ ꯅꯥꯠꯀꯤ ꯑꯣꯏꯕꯥ ꯊꯧꯔꯝ ꯄꯥꯉꯊꯣꯀꯈꯤ ꯃꯔꯃꯗꯤ ꯃꯍꯥꯛꯅꯥ ‘ꯗꯕꯗꯜ ꯇꯧꯈꯤꯗꯦ, ꯑꯗꯨꯕꯨ ꯈꯔꯥ ꯂꯩꯈꯤ"
"spring in her’, as he gracefully expressed it. So altogether she","ꯁ꯭ꯞꯔꯤꯡ ꯏꯟ ꯍꯦꯔ’, ꯃꯍꯥꯛꯅꯥ ꯊꯧꯖꯥꯜ ꯍꯩꯅꯥ ꯐꯣꯡꯗꯣꯀꯈꯤꯕꯒꯨꯝ꯫"
"had a very nice time, till she overheard a bit of conversation,","ꯌꯥꯝꯅꯥ ꯐꯖꯕꯥ ꯃꯇꯝ ꯑꯃꯥ ꯂꯦꯅꯈꯤ, ꯃꯍꯥꯛꯅꯥ ꯋꯥꯔꯤ ꯁꯥꯅꯕꯥ ꯈꯔꯥ ꯇꯥꯕꯥ ꯐꯪꯗ꯭ꯔꯤꯐꯥꯑꯣꯕꯥ,"
which disturbed her extremely. She was sitting just inside the,ꯃꯗꯨꯅꯥ ꯃꯍꯥꯀꯄꯨ ꯌꯥꯝꯅꯥ ꯁꯣꯀꯍꯅꯈꯤ꯫
"conservatory, waiting for her partner to bring her an ice, when","ꯀꯅꯖꯥꯔꯕꯇꯔ, ꯃꯍꯥꯛꯀꯤ ꯄꯥꯔꯇꯅꯔꯅꯥ ꯃꯍꯥꯀꯄꯨ ꯑꯥꯏꯁ ꯑꯃꯥ ꯄꯨꯔꯛꯅꯕꯥ ꯉꯥꯏꯔꯤꯕꯥ, ꯀꯗꯥꯌꯗꯥ ."
she heard a voice ask on the other side of the flowery wall,ꯃꯍꯥꯛꯅꯥ ꯐꯨꯜ ꯋꯥꯂꯒꯤ ꯑꯇꯣꯞꯄꯥ ꯃꯄꯥꯟꯗꯥ ꯈꯣꯟꯖꯦꯜ ꯑꯃꯥ ꯍꯪꯂꯀꯄꯥ ꯇꯥꯈꯤ꯫
‘How old is he?’,‘ꯀꯌꯥ ꯀꯨꯏꯅꯥ ꯂꯩꯔꯤꯕꯅꯣ?’
"‘Sixteen or seventeen, I should say,’ replied another voice","‘꯶ ꯅꯠꯔꯒꯥ ꯇꯔꯥꯅꯤꯄꯥꯜ, ꯑꯩꯅꯥ ꯍꯥꯌꯒꯗꯕꯅꯤ’ ꯍꯥꯌꯅꯥ ꯑꯇꯣꯞꯄꯥ ꯈꯣꯟꯖꯦꯜ ꯑꯃꯅꯥ ꯄꯥꯎꯈꯨꯝ ꯄꯤꯔꯀꯈꯤ"
"‘It would be a grand thing for one of those girls, wouldn’t it?","‘ꯅꯨꯄꯤꯃꯆꯥꯁꯤꯡꯒꯤ ꯃꯔꯛꯇꯥ ꯑꯃꯒꯤꯗꯃꯛ ꯑꯆꯧꯕꯥ ꯋꯥꯐꯝ ꯑꯃꯥ ꯑꯣꯏꯒꯅꯤ, ꯅꯠꯇꯦ?"
"Sallie says they are very intimate now, and the old man quite","ꯁꯥꯂꯤꯅꯥ ꯍꯥꯌ ꯃꯗꯨꯗꯤ ꯃꯈꯣꯌ ꯍꯧꯖꯤꯛ ꯌꯥꯝꯅꯥ ꯏꯟꯇꯤꯃꯦꯠ ꯇꯧꯔꯦ, ꯑꯃꯁꯨꯡ ꯑꯍꯜ ꯑꯣꯏꯔꯕꯥ ꯃꯤꯑꯣꯏ ꯑꯗꯨ ꯌꯥꯝꯅꯥ ."
dotes on them.’,ꯃꯈꯣꯌꯗꯥ ꯗꯣꯇꯁꯤꯡ꯫’
151,꯱꯵꯱ ꯑꯃꯁꯨꯡ ꯑꯦꯟ.
"‘Mrs. M. has made her plans, I dare say, and will play her cards",'ꯁ꯭ꯔꯤꯃꯇꯤ.
"well, early as it is. The girl evidently doesn’t think of it yet,’ said","ꯋꯥꯐꯝ ꯑꯁꯤ, ꯇꯣꯌꯅꯥ ꯂꯩꯔꯤ꯫"
Mrs. Moffat,ꯁ꯭ꯔꯤꯃꯇꯤ ꯃꯣꯐꯐꯠ
"‘She told that fib about her momma, as if she did know, and","‘ꯃꯍꯥꯛꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯃꯃꯥꯒꯤ ꯃꯔꯃꯗꯥ ꯐꯤꯕ ꯑꯗꯨ ꯍꯥꯌꯈꯤ, ꯃꯍꯥꯛꯅꯥ ꯈꯉꯕꯒꯨꯝ, ꯑꯃꯁꯨꯡ"
colored up when the flowers came quite prettily. Poor thing!,ꯐꯨꯂꯁꯤꯡ ꯑꯗꯨ ꯌꯥꯝꯅꯥ ꯐꯖꯅꯥ ꯂꯥꯀꯄꯥ ꯃꯇꯃꯗꯥ ꯃꯆꯨ ꯁꯪꯂꯕꯥ꯫
She’d be so nice if she was only got up in style. Do you think,"ꯃꯍꯥꯛ ꯌꯥꯝꯅꯥ ꯐꯖꯒꯅꯤ, ꯀꯔꯤꯒꯨꯝꯕꯥ ꯃꯍꯥꯛ ꯁ꯭ꯇꯥꯏꯂꯗꯥ ꯁꯨꯞꯅꯇꯒꯤ ꯊꯣꯔꯛꯂꯕꯗꯤ꯫"
she’d be offended if we offered to lend her a dress for,ꯑꯩꯈꯣꯌꯅꯥ ꯃꯍꯥꯀꯄꯨ ꯄꯣꯠꯁꯛ ꯑꯃꯥ ꯄꯤꯅꯕꯥ ꯍꯥꯌꯔꯛꯂꯕꯗꯤ ꯃꯍꯥꯛ ꯅꯨꯡꯉꯥꯏꯇꯕꯥ ꯐꯥꯑꯣꯒꯅꯤ .
Thursday?’ asked another voice,ꯊꯪꯅꯕꯥ ꯅꯨꯃꯤꯠ?’ ꯍꯥꯌꯅꯥ ꯑꯇꯣꯞꯄꯥ ꯈꯣꯟꯖꯦꯜ ꯑꯃꯥ ꯍꯪꯈꯤ
"‘She’s proud, but I don’t believe she’d mind, for that dowdy","‘ꯃꯍꯥꯛ ꯆꯥꯎꯊꯣꯀꯆꯩ, ꯑꯗꯨꯕꯨ ꯑꯩꯅꯥ ꯊꯥꯖꯗꯦ ꯃꯍꯥꯛ ꯋꯥꯈꯜ ꯈꯟꯊꯕꯥ ꯉꯃꯒꯅꯤ, ꯃꯗꯨꯒꯤꯗꯃꯛ ꯗꯥꯎꯗꯤ ."
"tarlatan is all she has got. She may tear it tonight, and that will",ꯇꯔꯂꯇꯟ ꯑꯁꯤ ꯃꯍꯥꯛꯅꯥ ꯐꯪꯈꯤꯕꯥ ꯄꯨꯝꯅꯃꯛ ꯑꯗꯨꯅꯤ꯫
be a good excuse for offering a decent one.’,ꯃꯁꯛ ꯊꯣꯀꯄꯥ ꯑꯃꯥ ꯄꯤꯅꯕꯒꯤ ꯑꯐꯕꯥ ꯑꯦꯛꯁꯛꯌꯨꯖ ꯑꯃꯥ ꯑꯣꯏꯌꯨ꯫’
"Here Meg’s partner appeared, to find her looking much flushed","ꯃꯐꯝ ꯑꯁꯤꯗꯥ ꯃꯦꯒ’ꯁ ꯄꯥꯔꯇꯅꯔꯅꯥ ꯊꯣꯔꯀꯈꯤ, ꯃꯍꯥꯀꯄꯨ ꯌꯥꯝꯅꯥ ꯐꯖꯅꯥ ꯎꯕꯥ ꯐꯪꯖꯕꯥ ."
"and rather agitated. She was proud, and her pride was useful",ꯑꯃꯁꯨꯡ ꯃꯗꯨꯒꯤ ꯃꯍꯨꯠꯇꯥ ꯑꯦꯖꯤꯇꯦꯠ ꯇꯧꯈꯤ꯫
"just then, for it helped her hide her mortification, anger, and","ꯃꯇꯝ ꯑꯗꯨꯃꯛꯇꯗꯥ, ꯃꯔꯃꯗꯤ ꯃꯁꯤꯅꯥ ꯃꯍꯥꯀꯄꯨ ꯃꯍꯥꯛꯀꯤ ꯃꯣꯔꯇꯤꯐꯤꯀꯦꯁꯅꯕꯨ ꯂꯣꯠꯁꯤꯅꯕꯗꯥ ꯃꯇꯦꯡ ꯄꯥꯡꯈꯤ, ꯑꯁꯥꯑꯣꯕꯥ ꯑꯃꯁꯨꯡ ."
"disgust at what she had just heard. For, innocent and",ꯃꯍꯥꯛꯅꯥ ꯍꯧꯖꯤꯛ ꯇꯥꯈꯤꯕꯥ ꯑꯗꯨꯗꯥ ꯌꯥꯝꯅꯥ ꯅꯨꯡꯉꯥꯏꯇꯕꯥ ꯐꯥꯑꯣꯈꯤ꯫
"unsuspicious as she was, she could not help understanding the","ꯃꯍꯥꯛꯅꯥ ꯆꯤꯡꯅꯕꯥ ꯂꯩꯇꯕꯥ ꯃꯑꯣꯡꯗꯥ, ꯃꯍꯥꯛꯅꯥ ꯂꯧꯁꯤꯅꯖꯕꯗꯥ ꯃꯇꯦꯡ ꯄꯥꯡꯕꯥ ꯉꯃꯈꯤꯗꯦ"
"gossip of her friends. She tried to forget it, but could not, and",ꯃꯍꯥꯛꯀꯤ ꯃꯔꯨꯄꯁꯤꯡꯒꯤ ꯋꯥꯔꯤ꯫
kept repeating to,ꯔꯤꯄꯤꯠ ꯇꯧꯗꯨꯅꯥ ꯂꯩꯕꯥ .
"herself, ‘Mrs. M. has made her plans,’ ‘that fib about her","ꯃꯁꯥꯃꯛ, ‘ꯁ꯭ꯔꯤꯃꯇꯤ."
"mamma,’ and ‘dowdy tarlatan,’ till she was ready to cry and","ꯃꯥꯃꯥ,’ ꯑꯃꯁꯨꯡ ‘ꯗꯣꯎꯗꯤ ꯇꯔꯂꯥꯇꯟ’, ꯃꯍꯥꯛꯅꯥ ꯀꯞꯄꯥ ꯑꯃꯁꯨꯡ ꯀꯞꯄꯥ ꯉꯃꯗ꯭ꯔꯤꯐꯥꯑꯣꯕꯥ ꯑꯃꯁꯨꯡ ."
rush home to tell her troubles and ask for advice. As that was,ꯃꯍꯥꯛꯀꯤ ꯑꯋꯥ-ꯑꯅꯥꯁꯤꯡ ꯍꯥꯌꯅꯕꯥ ꯑꯃꯁꯨꯡ ꯄꯥꯎꯇꯥꯛ ꯂꯧꯅꯕꯥ ꯌꯨꯃꯗꯥ ꯂꯥꯀꯎ꯫
"impossible, she did her best to seem gay, and being rather","ꯑꯣꯏꯊꯣꯀꯄꯥ ꯌꯥꯗꯕꯥ, ꯃꯍꯥꯛꯅꯥ ꯒꯦ ꯑꯣꯏꯅꯥ ꯎꯅꯕꯥ ꯈ꯭ꯕꯥꯏꯗꯒꯤ ꯐꯕꯥ ꯊꯕꯛ ꯇꯧꯈꯤ, ꯑꯃꯁꯨꯡ ꯃꯗꯨꯒꯤ ꯃꯍꯨꯠꯇꯥ ꯃꯍꯥꯛꯅꯥ ."
"excited, she succeeded so well that no one dreamed what an","ꯑꯦꯛꯁꯥꯏꯇꯦꯗ, ꯃꯍꯥꯛꯅꯥ ꯑꯁꯨꯛ ꯌꯥꯝꯅꯥ ꯐꯖꯅꯥ ꯃꯥꯏ ꯄꯥꯀꯈꯤ ꯃꯗꯨꯗꯤ ꯀꯅꯥꯒꯨꯝꯕꯥ ꯑꯃꯠꯇꯅꯥ ꯀꯔꯤ ꯑꯦꯟ ."
152,꯱꯵꯲ ꯑꯃꯁꯨꯡ ꯑꯦꯟ.
effort she was making. She was very glad when it was all over,ꯍꯣꯠꯅꯖꯃꯜ ꯑꯗꯨ ꯃꯍꯥꯛꯅꯥ ꯁꯦꯝꯕꯤꯈꯤ꯫
"and she was quiet in her bed, where she could think and wonder","ꯑꯃꯁꯨꯡ ꯃꯍꯥꯛꯀꯤ ꯐꯃꯨꯡꯗꯥ ꯊꯨꯅꯥ ꯌꯥꯡꯅꯥ ꯂꯩꯔꯝꯃꯤ, ꯃꯐꯝ ꯑꯗꯨꯗꯥ ꯃꯍꯥꯛꯅꯥ ꯋꯥꯈꯜ ꯈꯅꯕꯥ ꯉꯃꯈꯤ ꯑꯃꯁꯨꯡ ꯋꯥꯈꯜ ꯋꯥꯕꯥ ꯊꯦꯡꯅꯈꯤ꯫"
and fume till her head ached and her hot cheeks were cooled by,ꯑꯃꯁꯨꯡ ꯃꯍꯥꯛꯀꯤ ꯃꯀꯣꯛ ꯑꯗꯨ ꯁꯣꯀꯄꯥ ꯐꯥꯑꯣꯕꯥ ꯑꯃꯁꯨꯡ ꯃꯍꯥꯛꯀꯤ ꯑꯁꯥꯕꯥ ꯆꯦꯛꯂꯥꯁꯤꯡ ꯑꯗꯨ ꯀꯨꯂꯕꯇꯤꯅꯥ ꯀꯨꯄꯁꯤꯅꯈꯤ꯫
"a few natural tears. Those foolish, yet well meant words, had",ꯃꯍꯧꯁꯥꯒꯤ ꯑꯣꯏꯕꯥ ꯃꯤꯠꯀꯨꯞ ꯈꯔꯥ꯫
"opened a new world to Meg, and much disturbed the peace of","ꯃꯦꯒꯇꯥ ꯑꯅꯧꯕꯥ ꯃꯥꯂꯦꯝ ꯑꯃꯥ ꯍꯥꯡꯗꯣꯀꯈꯤ, ꯑꯃꯁꯨꯡ ꯁꯥꯟꯇꯤꯗꯥ ꯌꯥꯝꯅꯥ ꯋꯥꯅꯥ ꯊꯣꯀꯈꯤ꯫"
the old one in which till now she had lived as happily as a child,ꯍꯧꯖꯤꯛ ꯐꯥꯑꯣꯕꯗꯥ ꯃꯍꯥꯛ ꯑꯉꯥꯡ ꯑꯣꯏꯔꯤꯉꯩꯗꯥ ꯅꯨꯡꯉꯥꯏꯅꯥ ꯍꯤꯡꯂꯝꯕꯥ ꯑꯔꯤꯕꯥ ꯑꯗꯨ .
Her innocent friendship with Laurie was spoiled by the silly,ꯂꯧꯔꯤꯒꯥ ꯃꯍꯥꯛꯀꯤ ꯃꯔꯥꯜ ꯂꯩꯖꯗꯕꯥ ꯃꯔꯨꯞ ꯑꯣꯏꯕꯒꯤ ꯃꯔꯤ ꯑꯗꯨ ꯁꯤꯜꯂꯤ .
speeches she had overheard. Her faith in her mother was a little,ꯃꯍꯥꯛꯅꯥ ꯇꯥꯈꯤꯕꯥ ꯋꯥꯉꯥꯡꯁꯤꯡ ꯑꯗꯨ ꯇꯥꯈꯤ꯫
"shaken by the worldly plans attributed to her by Mrs. Moffat,","ꯁ꯭ꯔꯤꯃꯇꯤ ꯃꯣꯐꯐꯠꯅꯥ ꯄꯤꯕꯥ ꯃꯥꯂꯦꯃꯒꯤ ꯑꯣꯏꯕꯥ ꯊꯧꯔꯥꯡꯁꯤꯡꯅꯥ ꯁꯣꯀꯍꯜꯂꯕꯥ,"
"who judged others by herself, and the sensible resolution to be","ꯑꯇꯣꯞꯄꯁꯤꯡꯅꯥ ꯃꯁꯥꯅꯥ ꯃꯁꯥꯕꯨ ꯋꯥꯌꯦꯜ ꯄꯤꯈꯤꯕꯥ, ꯑꯃꯁꯨꯡ ꯁꯦꯟꯁꯤꯕꯜ ꯔꯤꯖꯣꯂꯨꯁꯟ ꯑꯗꯨ ."
contented with the simple wardrobe which suited a poor man’s,ꯂꯥꯌꯔꯕꯥ ꯃꯤꯑꯣꯏ ꯑꯃꯒꯤ ꯃꯅꯥꯛꯇꯥ ꯂꯩꯕꯥ ꯏꯆꯝ ꯆꯝꯕꯥ ꯋꯥꯔꯗꯔꯕꯇꯥ ꯅꯨꯡꯉꯥꯏꯕꯥ ꯐꯣꯡꯗꯣꯀꯄꯥ
daughter was weakened by the unnecessary pity of girls who,ꯃꯆꯥꯅꯨꯄꯤ ꯑꯁꯤ ꯅꯨꯄꯤꯃꯆꯥꯁꯤꯡꯒꯤ ꯃꯊꯧ ꯇꯥꯗꯕꯥ ꯃꯤꯅꯨꯡꯁꯤꯅꯥ ꯁꯣꯀꯍꯜꯂꯝꯃꯤ꯫
thought a shabby dress one of the greatest calamities under,ꯋꯥꯈꯜ ꯈꯅꯈꯤꯕꯥ ꯁꯦꯠꯄꯥ ꯄꯣꯠꯁꯛ ꯑꯃꯅꯥ ꯃꯈꯥꯗꯥ ꯂꯩꯕꯥ ꯈ꯭ꯕꯥꯏꯗꯒꯤ ꯆꯥꯎꯕꯥ ꯑꯋꯥꯕꯥ ꯑꯃꯅꯤ꯫
heaven,ꯁ꯭ꯋꯔꯒ
"Poor Meg had a restless night, and got up heavy-eyed,","ꯂꯥꯌꯔꯕꯥ ꯃꯦꯒꯅꯥ ꯋꯥꯈꯜ ꯅꯨꯡꯉꯥꯏꯇꯕꯥ ꯅꯨꯃꯤꯠ ꯑꯃꯥ ꯂꯦꯞꯂꯝꯃꯤ, ꯑꯃꯁꯨꯡ ꯍꯦꯚꯤ-ꯑꯥꯏꯗ ꯊꯣꯛꯂꯝꯃꯤ,"
"unhappy, half resentful toward her friends, and half ashamed of","ꯅꯨꯡꯉꯥꯏꯇꯕꯥ, ꯃꯍꯥꯛꯀꯤ ꯃꯔꯨꯄꯁꯤꯡꯒꯤ ꯃꯐꯃꯗꯥ ꯇꯉꯈꯥꯏ ꯑꯃꯥ ꯂꯥꯡꯇꯛꯅꯕꯥ, ꯑꯃꯁꯨꯡ ꯇꯉꯈꯥꯏ ꯑꯃꯥ ꯂꯥꯄꯊꯣꯀꯄꯥ"
herself for not speaking out frankly and setting everything right,ꯃꯁꯥꯃꯀꯄꯨ ꯊꯣꯏꯗꯣꯛ ꯍꯦꯟꯗꯣꯛꯅꯥ ꯋꯥ ꯉꯥꯡꯂꯃꯗꯕꯒꯤꯗꯃꯛ ꯑꯃꯁꯨꯡ ꯄꯨꯝꯅꯃꯛ ꯑꯆꯨꯝꯕꯥ ꯃꯑꯣꯡꯗꯥ ꯁꯦꯠ ꯇꯧꯕꯒꯤꯗꯃꯛ
"Everybody dawdled that morning, and it","ꯃꯤꯄꯨꯝ ꯈꯨꯗꯤꯡꯃꯛ ꯑꯌꯨꯛ ꯑꯗꯨꯗꯥ ꯗꯣꯖ ꯇꯧꯈꯤ, ꯑꯃꯁꯨꯡ ꯃꯁꯤ ."
was noon before the girls found energy enough even to take up,ꯅꯨꯄꯤꯃꯆꯥꯁꯤꯡꯅꯥ ꯂꯧꯕꯥ ꯐꯥꯑꯣꯕꯥ ꯏꯅꯔꯖꯤ ꯐꯪꯗ꯭ꯔꯤꯉꯩ ꯃꯃꯥꯡꯗꯥ ꯅꯨꯃꯤꯗꯥꯡꯋꯥꯏꯔꯃꯒꯤ ꯋꯥꯁ .
their worsted work. Something in the manner of her friends,ꯃꯈꯣꯌꯒꯤ ꯋꯥꯔꯁ꯭ꯇꯦꯗ ꯑꯣꯏꯕꯥ ꯊꯕꯛ꯫
"struck Meg at once. They treated her with more respect, she",ꯁ꯭ꯠꯔꯨꯛ ꯃꯦꯒ ꯑꯃꯨꯛ ꯍꯟꯅꯥ꯫
"thought, took quite a tender interest in what she said, and","ꯈꯅꯈꯤ, ꯃꯍꯥꯛꯅꯥ ꯍꯥꯌꯈꯤꯕꯥ ꯑꯗꯨꯗꯥ ꯌꯥꯝꯅꯥ ꯇꯦꯟꯗꯔ ꯏꯟꯇꯔꯦꯁ꯭ꯠ ꯑꯃꯥ ꯂꯧꯈꯤ, ꯑꯃꯁꯨꯡ ."
